,BersaljuBesok,SuhuMin,SuhuMax,Suhu9am,Suhu3pm,Penguapan,SinarMatahari,Awan9am,Awan3pm,Kelembaban9am,Kelembaban3pm
846,0,10.6,21.8,16.8,20.4,5.8,6.5,5.0,6.0,79.0,50.0
853,0,21.1,31.5,23.4,30.8,5.2,2.1,7.0,6.0,87.0,23.0
854,1,18.9,22.6,21.0,20.7,2.8,0.0,8.0,8.0,65.0,72.0
855,1,15.2,22.9,19.6,21.0,2.2,8.2,2.0,4.0,61.0,61.0
857,0,5.7,18.2,10.3,17.2,4.2,10.4,2.0,3.0,56.0,35.0
858,0,17.1,25.9,21.1,24.6,2.6,7.5,7.0,1.0,65.0,51.0
863,1,18.2,19.9,19.1,18.6,3.4,0.0,8.0,8.0,95.0,89.0
864,0,26.7,34.0,31.0,31.2,8.4,8.6,5.0,7.0,70.0,74.0
868,0,16.9,27.4,23.3,25.3,3.6,12.6,6.0,2.0,51.0,48.0
870,1,11.8,17.3,15.6,11.4,1.4,1.8,7.0,7.0,72.0,76.0
872,0,12.9,22.0,15.4,21.0,6.6,6.5,8.0,4.0,92.0,48.0
875,0,5.0,20.0,11.7,19.5,2.2,9.6,7.0,5.0,81.0,48.0
876,1,8.5,13.7,11.1,12.8,1.0,2.3,8.0,3.0,88.0,69.0
878,0,5.5,17.4,10.0,16.2,2.8,7.5,1.0,7.0,88.0,47.0
880,1,6.5,9.6,7.4,6.8,1.8,0.4,8.0,7.0,71.0,79.0
881,0,7.8,18.3,12.3,17.4,7.0,11.1,0.0,0.0,41.0,21.0
886,0,16.6,25.9,22.7,23.9,8.0,5.7,7.0,8.0,57.0,55.0
887,0,10.9,24.4,14.4,22.3,6.0,12.2,3.0,1.0,50.0,17.0
888,1,9.3,17.5,12.4,16.1,1.8,4.6,8.0,4.0,96.0,75.0
891,0,13.7,27.5,17.8,26.6,4.4,7.8,8.0,7.0,99.0,59.0
892,1,24.1,34.6,29.1,33.8,6.0,9.5,3.0,4.0,66.0,48.0
895,0,14.1,19.5,16.1,19.0,3.8,4.9,7.0,3.0,68.0,52.0
897,1,13.0,18.0,15.6,14.5,2.0,2.6,6.0,7.0,71.0,90.0
900,0,18.0,24.6,18.1,22.6,8.0,7.4,7.0,4.0,68.0,50.0
901,1,13.6,17.0,14.8,16.4,2.6,1.0,7.0,6.0,83.0,84.0
902,0,19.8,32.5,26.1,30.3,10.0,12.8,1.0,1.0,57.0,48.0
904,1,9.2,17.7,13.6,16.2,1.6,7.0,1.0,3.0,80.0,77.0
906,0,21.0,29.0,26.3,27.2,5.2,8.5,1.0,3.0,74.0,72.0
910,0,7.3,22.7,13.3,20.7,3.4,10.7,7.0,1.0,64.0,34.0
914,1,4.4,11.8,8.4,10.7,0.8,0.0,8.0,8.0,97.0,92.0
916,1,22.2,32.4,30.0,31.4,8.6,12.1,1.0,3.0,62.0,59.0
917,0,21.3,25.2,23.0,23.4,4.6,9.8,4.0,1.0,74.0,63.0
920,0,3.6,16.2,7.0,15.9,2.6,8.4,1.0,1.0,68.0,38.0
925,0,9.1,23.4,15.5,19.6,4.2,7.2,7.0,7.0,57.0,52.0
928,0,5.7,19.2,7.9,18.6,1.6,9.4,1.0,3.0,100.0,60.0
929,0,12.2,26.9,18.1,25.6,3.4,10.4,1.0,0.0,47.0,19.0
931,1,12.7,15.6,14.0,15.5,1.0,0.0,8.0,8.0,97.0,92.0
935,0,25.3,33.7,30.3,31.7,8.8,7.8,3.0,4.0,65.0,61.0
936,0,5.9,14.8,8.0,14.3,6.4,5.8,2.0,7.0,73.0,52.0
945,0,7.4,13.4,11.6,12.8,0.8,0.9,7.0,7.0,71.0,62.0
950,0,16.9,30.7,23.5,29.9,8.6,11.2,2.0,1.0,32.0,13.0
955,1,25.1,30.8,27.0,26.4,3.2,1.8,7.0,7.0,83.0,91.0
965,0,16.6,31.4,25.2,28.7,13.0,13.1,1.0,0.0,41.0,42.0
971,0,15.5,25.1,20.8,23.4,6.0,12.2,5.0,3.0,56.0,50.0
976,0,4.9,18.1,13.9,17.7,2.4,9.8,1.0,1.0,52.0,34.0
977,0,3.6,20.0,9.7,18.5,4.0,12.2,0.0,5.0,66.0,36.0
978,0,17.3,26.1,24.0,23.8,7.0,5.3,6.0,7.0,53.0,57.0
982,0,18.5,30.3,21.8,28.8,8.6,11.4,1.0,1.0,43.0,18.0
983,0,13.1,17.8,15.1,16.6,3.6,0.0,8.0,7.0,57.0,59.0
985,0,10.7,24.9,20.0,22.5,11.4,8.5,0.0,7.0,33.0,23.0
987,0,14.2,22.3,16.6,19.4,2.8,6.0,7.0,6.0,72.0,67.0
988,0,3.7,19.7,14.1,19.4,1.5,9.7,6.0,4.0,69.0,46.0
989,0,12.7,26.6,17.2,24.9,4.8,12.7,1.0,2.0,83.0,53.0
990,0,15.7,21.1,15.8,20.6,3.4,4.8,8.0,2.0,75.0,39.0
992,0,8.5,12.1,11.1,11.5,1.2,0.7,7.0,8.0,77.0,67.0
994,0,17.0,21.3,20.0,20.2,4.6,7.8,6.0,6.0,63.0,65.0
996,0,17.2,34.3,19.4,32.5,7.4,11.8,6.0,6.0,54.0,28.0
997,0,13.6,29.0,18.3,27.7,4.0,11.0,0.0,2.0,85.0,34.0
998,0,18.9,24.0,20.0,22.4,8.8,10.4,3.0,1.0,66.0,49.0
1005,0,14.8,28.2,21.2,27.5,6.8,10.7,4.0,3.0,53.0,32.0
1008,0,15.8,22.2,19.8,21.0,4.6,2.3,6.0,7.0,68.0,41.0
1009,0,0.1,12.0,5.4,11.5,1.6,9.5,4.0,5.0,82.0,46.0
1011,0,17.5,30.7,20.7,28.7,10.4,12.4,1.0,3.0,54.0,39.0
1013,0,8.2,14.2,11.9,12.7,1.2,2.5,7.0,8.0,90.0,86.0
1016,0,10.9,29.3,14.6,27.4,8.0,13.0,2.0,3.0,66.0,19.0
1021,0,11.0,31.8,18.0,30.3,5.6,7.9,6.0,5.0,24.0,7.0
1022,1,18.2,26.1,19.8,25.2,2.2,5.0,7.0,6.0,89.0,63.0
1023,0,23.4,36.2,29.5,32.6,9.6,11.0,5.0,6.0,55.0,31.0
1025,1,23.5,29.7,25.6,26.2,1.4,1.2,7.0,8.0,82.0,92.0
1028,0,22.1,33.0,28.2,31.4,7.6,10.9,3.0,4.0,60.0,52.0
1029,0,15.0,25.6,20.2,23.7,7.4,13.1,0.0,1.0,60.0,50.0
1034,0,12.3,20.2,14.7,19.1,3.2,6.3,7.0,6.0,76.0,52.0
1035,0,6.4,22.9,12.3,21.5,4.0,9.8,2.0,3.0,86.0,57.0
1036,1,11.0,17.0,14.6,16.0,3.4,2.1,4.0,7.0,65.0,76.0
1038,0,3.8,19.5,9.5,18.7,3.4,8.4,6.0,1.0,55.0,26.0
1039,1,5.2,11.9,9.2,11.4,0.8,0.9,7.0,7.0,91.0,80.0
1040,0,10.4,21.6,16.9,21.3,2.6,9.2,2.0,4.0,62.0,39.0
1041,0,7.1,19.9,12.8,18.5,3.2,7.6,5.0,5.0,48.0,33.0
1046,0,23.4,28.8,25.0,25.4,9.6,10.6,5.0,3.0,73.0,70.0
1049,0,4.2,18.5,10.0,17.0,3.4,2.8,8.0,7.0,97.0,54.0
1050,1,16.9,23.9,19.5,22.2,5.0,6.9,3.0,7.0,83.0,68.0
1051,0,-2.2,15.9,7.2,14.8,2.2,8.9,2.0,4.0,65.0,25.0
1055,0,1.6,15.8,8.1,15.3,3.4,9.6,0.0,1.0,77.0,44.0
1064,1,10.4,17.0,10.7,14.3,1.0,4.6,7.0,7.0,87.0,78.0
1065,0,11.7,30.1,17.9,27.1,6.6,11.2,6.0,5.0,59.0,37.0
1066,1,7.7,14.0,10.9,13.3,2.8,3.6,7.0,7.0,64.0,65.0
1067,0,8.8,14.7,11.5,12.6,0.8,2.9,7.0,7.0,63.0,69.0
1069,0,8.9,17.1,12.9,16.5,1.4,10.7,1.0,1.0,65.0,54.0
1070,0,15.7,30.0,19.5,28.0,8.0,13.2,1.0,1.0,68.0,39.0
1071,0,11.1,32.2,19.3,31.2,8.0,11.6,0.0,0.0,54.0,34.0
1074,0,15.6,18.6,17.2,18.1,3.4,9.3,2.0,1.0,63.0,58.0
1078,0,4.3,18.1,12.6,17.4,1.6,9.5,0.0,1.0,74.0,48.0
1081,1,24.2,34.0,29.0,33.0,7.4,10.5,3.0,1.0,69.0,49.0
1085,0,11.3,31.7,20.8,29.7,7.2,13.7,1.0,2.0,48.0,9.0
1089,0,6.5,15.0,6.9,14.6,1.4,7.7,7.0,7.0,94.0,68.0
1090,0,3.3,10.9,7.9,10.6,1.6,6.2,2.0,2.0,59.0,54.0
1091,0,10.4,21.9,14.7,20.6,9.6,10.3,7.0,5.0,78.0,29.0
1096,0,11.5,37.2,24.7,35.4,7.4,11.4,5.0,1.0,28.0,7.0
1101,1,9.0,23.9,16.5,20.7,1.8,8.0,3.0,3.0,70.0,50.0
1102,0,9.1,24.1,15.3,22.7,4.0,6.7,7.0,3.0,81.0,46.0
1103,1,23.3,30.9,29.7,29.4,1.6,5.8,6.0,7.0,73.0,79.0
1110,0,7.3,14.2,8.3,14.0,0.2,3.4,7.0,2.0,96.0,72.0
1111,0,6.0,21.1,12.7,20.1,5.6,12.0,1.0,1.0,56.0,23.0
1113,0,16.7,28.9,25.7,25.9,7.2,11.9,1.0,1.0,56.0,57.0
1114,0,11.4,18.0,13.0,17.0,3.4,5.5,7.0,5.0,89.0,43.0
1116,0,7.3,15.9,12.5,15.2,1.8,9.6,1.0,2.0,70.0,35.0
1117,1,23.0,30.3,25.0,28.0,10.0,5.8,6.0,3.0,83.0,60.0
1121,0,10.1,20.7,11.3,19.6,4.0,8.5,4.0,3.0,61.0,37.0
1125,0,13.7,20.5,17.8,19.5,4.4,8.3,7.0,2.0,54.0,55.0
1128,0,22.6,32.7,25.2,32.3,8.0,10.9,0.0,0.0,50.0,25.0
1131,1,15.1,24.2,18.9,21.2,3.0,7.6,6.0,7.0,75.0,68.0
1134,0,14.4,28.9,19.0,28.6,8.2,10.5,3.0,6.0,58.0,32.0
1137,0,14.2,25.1,21.4,23.5,7.6,9.6,7.0,2.0,52.0,46.0
1139,0,10.2,23.0,14.6,22.3,3.6,12.1,4.0,1.0,70.0,54.0
1140,0,14.4,19.2,17.3,17.8,5.6,8.1,5.0,6.0,59.0,68.0
1144,0,14.0,26.6,21.6,23.5,8.0,12.0,7.0,0.0,57.0,52.0
1146,0,21.9,33.5,25.6,33.1,9.6,10.2,4.0,4.0,55.0,27.0
1148,0,16.0,21.6,19.7,21.5,4.0,9.0,7.0,1.0,71.0,62.0
1152,0,3.4,19.1,8.2,18.7,2.6,8.5,1.0,1.0,83.0,30.0
1153,1,25.4,31.3,29.9,28.5,4.0,2.6,7.0,7.0,72.0,85.0
1155,0,13.8,24.6,14.6,22.6,6.2,4.8,8.0,7.0,80.0,56.0
1157,0,12.5,28.5,23.8,25.3,7.8,2.6,7.0,7.0,37.0,35.0
1160,1,13.1,19.3,14.2,18.8,1.6,1.3,8.0,7.0,96.0,75.0
1162,0,7.5,28.9,20.6,26.8,10.6,12.7,1.0,1.0,22.0,10.0
1165,0,23.6,36.7,26.2,35.1,10.0,11.7,0.0,0.0,40.0,20.0
1176,1,23.1,30.3,28.1,28.8,10.0,8.5,3.0,6.0,54.0,61.0
1179,1,5.0,14.7,8.5,14.2,1.6,2.5,7.0,6.0,94.0,60.0
1182,0,7.9,19.4,13.6,18.8,4.4,9.4,1.0,2.0,43.0,50.0
1184,0,19.5,29.6,26.3,27.1,9.6,10.0,7.0,7.0,54.0,55.0
1191,0,20.7,29.7,25.0,27.6,5.6,9.3,6.0,2.0,63.0,54.0
1193,0,13.3,19.4,18.0,18.0,2.8,9.0,1.0,1.0,62.0,63.0
1195,0,12.7,24.2,19.9,23.1,4.4,8.2,6.0,4.0,87.0,64.0
1199,1,19.6,33.9,24.0,31.9,10.0,9.1,5.0,4.0,62.0,28.0
1203,0,18.2,29.2,20.5,28.4,2.2,3.4,7.0,7.0,92.0,47.0
1206,0,18.7,28.5,23.6,27.6,10.2,13.2,1.0,1.0,57.0,42.0
1210,0,6.9,14.3,10.9,14.0,2.4,8.3,2.0,2.0,58.0,51.0
1211,0,8.1,14.6,10.9,13.8,3.4,7.6,1.0,3.0,75.0,59.0
1212,0,16.2,34.4,26.0,34.0,7.6,10.5,1.0,1.0,35.0,26.0
1216,1,12.3,17.3,12.8,17.0,8.8,0.9,7.0,7.0,79.0,70.0
1217,0,0.7,12.5,7.3,10.3,0.8,7.1,5.0,6.0,85.0,76.0
1219,0,19.3,30.5,20.6,30.1,10.6,8.1,4.0,2.0,52.0,25.0
1221,1,14.6,20.8,19.6,14.2,3.8,0.0,7.0,7.0,45.0,92.0
1229,0,13.8,24.6,16.6,23.8,10.0,10.9,0.0,0.0,34.0,21.0
1230,1,22.5,33.5,27.3,28.7,6.4,4.5,5.0,8.0,53.0,57.0
1238,0,5.3,28.9,15.7,25.4,6.2,9.4,5.0,6.0,67.0,35.0
1239,0,14.8,18.4,15.4,17.1,11.2,11.7,1.0,1.0,52.0,51.0
1243,1,20.4,33.2,23.7,21.7,5.0,3.7,7.0,8.0,80.0,93.0
1245,0,3.9,19.3,13.7,17.9,4.0,10.8,1.0,1.0,58.0,38.0
1246,1,15.4,32.6,25.3,25.9,12.0,7.3,6.0,7.0,35.0,33.0
1248,1,13.0,19.9,17.0,18.9,4.0,2.0,7.0,7.0,66.0,67.0
1249,0,6.4,21.4,9.8,20.5,4.2,9.2,7.0,7.0,49.0,27.0
1250,0,0.9,19.7,9.4,18.9,1.4,11.7,0.0,1.0,75.0,34.0
1251,1,3.7,16.9,10.2,15.4,2.0,9.1,1.0,6.0,76.0,40.0
1255,0,11.3,21.7,17.0,17.6,5.2,7.4,7.0,7.0,57.0,63.0
1256,0,15.3,20.1,15.6,18.7,5.4,4.7,6.0,8.0,77.0,66.0
1259,0,13.0,26.5,16.6,22.1,5.8,8.4,6.0,3.0,93.0,41.0
1262,1,6.3,16.7,9.6,15.7,5.6,10.4,5.0,5.0,80.0,49.0
1265,0,15.3,22.4,20.1,20.9,7.0,7.9,4.0,5.0,55.0,63.0
1269,1,19.4,27.8,24.1,26.9,3.0,3.0,7.0,7.0,76.0,63.0
1271,0,13.7,34.9,21.3,33.1,8.0,13.3,4.0,6.0,39.0,13.0
1272,1,21.6,32.2,23.9,31.2,11.2,5.8,6.0,5.0,54.0,35.0
1273,0,18.8,22.0,20.1,17.2,6.6,8.7,5.0,8.0,80.0,80.0
1275,0,10.5,29.8,20.5,29.0,6.8,11.0,0.0,0.0,35.0,16.0
1277,0,27.0,33.6,30.6,32.4,6.8,8.7,7.0,7.0,69.0,63.0
1281,0,21.9,29.8,24.9,28.4,2.4,8.7,7.0,4.0,77.0,59.0
1282,0,13.0,20.5,17.0,19.4,3.4,10.3,3.0,3.0,60.0,64.0
1285,0,16.2,24.8,18.4,23.6,3.2,8.4,7.0,5.0,68.0,50.0
1286,0,9.6,11.4,10.3,10.8,1.0,0.0,7.0,7.0,83.0,77.0
1287,0,16.9,22.5,18.2,19.8,7.6,0.4,7.0,7.0,75.0,67.0
1289,1,22.8,29.4,26.3,27.9,6.0,7.0,4.0,7.0,66.0,61.0
1290,1,25.6,33.5,28.6,33.3,5.4,8.5,7.0,7.0,79.0,55.0
1292,1,26.8,33.6,30.5,32.6,6.0,7.3,7.0,7.0,75.0,69.0
1294,1,24.4,31.7,26.9,28.2,4.4,0.3,7.0,6.0,84.0,91.0
1298,0,13.0,23.7,16.7,18.8,4.0,9.9,1.0,7.0,83.0,74.0
1299,1,17.5,21.0,18.2,17.8,7.8,3.4,7.0,8.0,65.0,93.0
1301,0,25.4,32.4,30.5,29.6,5.2,9.8,2.0,3.0,71.0,76.0
1302,0,16.1,38.9,25.4,38.0,9.6,13.1,0.0,0.0,58.0,27.0
1306,0,12.2,32.4,19.9,31.1,5.0,11.7,0.0,0.0,56.0,36.0
1308,0,15.9,18.2,16.8,16.7,8.4,10.0,1.0,1.0,41.0,23.0
1309,1,8.9,26.0,14.6,24.2,5.0,10.7,1.0,5.0,74.0,34.0
1310,0,6.9,21.8,16.0,21.8,3.2,10.8,1.0,0.0,50.0,34.0
1312,0,21.8,30.2,27.7,28.2,10.0,12.2,3.0,4.0,50.0,55.0
1316,0,9.5,20.7,14.9,19.5,1.6,2.6,3.0,6.0,86.0,67.0
1319,0,7.0,12.7,9.9,10.3,2.6,2.3,6.0,7.0,72.0,92.0
1320,1,6.9,13.8,10.4,11.9,2.8,5.3,7.0,7.0,81.0,82.0
1324,0,7.6,13.3,9.1,12.4,0.4,3.2,7.0,6.0,96.0,71.0
1333,0,25.4,33.5,29.3,31.8,6.0,9.7,3.0,5.0,58.0,61.0
1335,1,12.1,21.8,16.1,20.3,5.2,7.1,7.0,7.0,72.0,62.0
1338,0,15.3,31.8,22.0,29.7,8.6,11.6,0.0,4.0,52.0,24.0
1346,0,9.2,26.2,18.1,25.4,6.4,10.0,1.0,1.0,65.0,46.0
1347,0,13.5,19.8,15.0,18.1,6.0,6.5,7.0,7.0,67.0,52.0
1352,0,10.0,16.8,11.5,15.6,12.8,5.5,7.0,7.0,60.0,44.0
1355,0,12.0,27.4,18.9,25.5,8.0,9.4,1.0,3.0,55.0,23.0
1359,0,15.6,24.1,19.1,22.8,5.2,4.1,7.0,7.0,83.0,50.0
1360,0,25.2,32.0,29.1,26.8,4.8,4.9,5.0,7.0,76.0,82.0
1361,0,22.1,35.7,25.7,32.7,12.6,5.3,6.0,7.0,34.0,13.0
1363,0,18.5,31.5,22.6,29.5,9.4,3.1,7.0,7.0,58.0,31.0
1366,0,7.2,24.5,15.0,24.1,9.2,10.2,3.0,3.0,64.0,39.0
1368,1,11.3,13.0,11.4,11.9,1.8,0.0,8.0,8.0,95.0,95.0
1371,0,0.3,17.0,3.8,16.2,2.2,5.6,8.0,1.0,99.0,52.0
1374,0,15.2,32.8,19.9,31.5,7.6,8.8,7.0,4.0,32.0,17.0
1382,0,14.6,23.2,19.1,21.4,0.0,8.5,7.0,5.0,85.0,77.0
1385,0,9.5,13.0,10.4,12.5,1.0,0.0,8.0,8.0,82.0,79.0
1387,0,7.8,19.7,13.1,17.9,3.4,9.6,6.0,6.0,74.0,58.0
1392,1,14.2,20.8,17.9,16.6,5.2,2.1,7.0,7.0,64.0,69.0
1393,0,21.5,27.5,22.9,24.9,6.8,5.0,7.0,7.0,84.0,72.0
1397,0,19.2,32.9,23.6,31.4,7.8,11.2,3.0,7.0,31.0,19.0
1399,1,21.6,26.4,23.9,25.7,5.8,0.8,7.0,6.0,91.0,80.0
1405,0,22.2,31.9,29.0,29.4,9.6,12.5,1.0,1.0,48.0,59.0
1407,1,10.5,19.7,17.0,19.3,1.2,10.9,3.0,3.0,56.0,44.0
1408,0,11.8,17.2,13.0,16.4,7.6,8.9,1.0,4.0,46.0,31.0
1412,0,3.2,19.5,10.2,19.2,3.8,9.0,7.0,1.0,80.0,37.0
1413,0,6.7,21.2,18.1,17.7,4.2,9.4,0.0,6.0,48.0,64.0
1415,0,13.2,18.8,16.4,17.4,4.0,8.8,7.0,7.0,60.0,50.0
1425,0,12.4,30.7,17.0,29.8,4.0,8.4,7.0,7.0,68.0,30.0
1430,0,10.6,24.9,16.8,24.3,3.6,9.1,3.0,4.0,56.0,26.0
1434,0,13.2,20.2,16.8,18.7,4.0,10.8,2.0,4.0,46.0,47.0
1436,0,16.0,22.0,20.2,18.5,4.2,5.1,6.0,8.0,58.0,69.0
1437,1,22.6,27.7,23.2,27.0,1.8,0.3,7.0,6.0,98.0,74.0
1438,0,5.3,15.0,11.3,13.6,0.2,5.9,5.0,5.0,74.0,53.0
1445,0,19.4,26.5,23.7,24.8,6.6,9.6,3.0,3.0,53.0,50.0
1451,1,15.9,23.4,20.7,21.3,4.0,9.4,1.0,3.0,50.0,57.0
1452,0,14.9,34.7,20.5,33.3,7.2,9.6,7.0,2.0,44.0,8.0
1453,0,9.7,14.2,12.1,12.6,3.2,11.4,4.0,4.0,50.0,57.0
1456,0,15.7,22.7,20.7,21.3,5.4,9.3,5.0,7.0,65.0,64.0
1462,0,3.9,18.7,15.3,18.0,4.0,10.5,0.0,1.0,45.0,43.0
1463,1,19.6,24.2,21.0,20.7,4.0,0.2,7.0,7.0,96.0,95.0
1466,0,11.5,23.4,15.7,21.9,1.6,8.5,7.0,2.0,86.0,36.0
1476,0,14.2,29.3,17.4,26.5,7.0,11.6,3.0,4.0,71.0,33.0
1478,1,10.4,16.4,13.5,9.7,1.0,5.2,7.0,7.0,75.0,86.0
1479,1,9.5,15.8,10.0,12.6,1.0,4.6,7.0,6.0,99.0,91.0
1483,0,14.1,24.2,18.6,23.4,2.6,9.9,3.0,1.0,81.0,48.0
1484,0,7.2,15.0,8.7,14.3,1.4,8.0,1.0,4.0,86.0,57.0
1485,1,24.3,37.5,31.6,33.8,11.8,8.2,4.0,5.0,28.0,42.0
1486,0,11.4,19.0,16.8,18.2,2.4,10.4,5.0,1.0,74.0,71.0
1489,1,3.3,13.9,5.3,11.0,4.6,8.8,2.0,3.0,97.0,70.0
1491,1,8.7,18.7,13.8,18.5,3.0,9.8,1.0,1.0,59.0,38.0
1492,0,6.7,21.3,12.4,20.3,5.0,9.6,1.0,2.0,59.0,46.0
1493,0,10.1,17.7,14.2,16.9,6.4,8.9,4.0,4.0,39.0,28.0
1497,0,18.3,31.2,23.7,30.4,5.2,10.1,3.0,5.0,62.0,23.0
1498,0,13.7,22.2,17.5,20.7,8.6,10.2,2.0,2.0,58.0,54.0
1499,1,6.8,17.1,10.4,15.3,3.8,9.6,6.0,6.0,66.0,63.0
1502,0,23.9,31.9,26.7,30.7,6.8,6.3,5.0,3.0,80.0,61.0
1511,0,6.2,21.7,16.9,21.0,4.0,9.5,1.0,1.0,78.0,56.0
1512,0,10.5,18.2,13.6,17.7,1.8,6.2,8.0,7.0,96.0,55.0
1514,1,12.8,20.1,17.5,14.5,7.8,0.5,7.0,8.0,39.0,89.0
1518,0,19.1,32.4,29.3,31.4,6.6,13.2,2.0,3.0,56.0,51.0
1519,0,4.8,15.2,7.8,14.9,2.0,6.9,1.0,7.0,91.0,53.0
1523,1,6.2,14.0,7.3,13.9,4.0,2.4,7.0,6.0,68.0,54.0
1526,1,19.7,25.6,22.7,24.1,6.6,7.3,7.0,4.0,68.0,61.0
1527,0,18.5,30.3,23.9,29.2,12.0,4.3,7.0,7.0,44.0,29.0
1528,0,14.9,34.3,22.1,33.1,7.4,12.6,4.0,4.0,60.0,27.0
1532,0,9.5,14.2,11.3,13.6,1.8,2.0,7.0,7.0,65.0,56.0
1534,1,2.6,14.3,9.4,11.7,2.2,2.6,7.0,8.0,80.0,71.0
1542,0,13.4,20.3,18.5,18.0,3.4,8.7,1.0,6.0,68.0,75.0
1545,0,12.4,25.5,14.7,23.5,1.4,9.0,7.0,2.0,97.0,46.0
1546,0,12.4,19.9,13.8,17.9,6.2,0.8,7.0,7.0,91.0,58.0
1547,0,12.1,27.0,17.3,26.0,4.8,10.1,2.0,1.0,86.0,47.0
1549,0,15.5,22.3,16.3,20.8,4.8,6.6,7.0,7.0,67.0,51.0
1550,0,9.7,25.6,15.4,24.4,1.8,9.2,0.0,1.0,75.0,35.0
1551,0,16.5,27.2,20.1,25.1,5.2,10.3,5.0,2.0,77.0,51.0
1552,0,11.5,19.2,17.1,18.4,2.0,7.0,3.0,4.0,73.0,52.0
1553,0,7.9,22.9,16.8,21.9,3.4,6.0,1.0,5.0,66.0,53.0
1563,0,13.1,29.6,18.7,27.8,8.0,12.0,0.0,0.0,42.0,18.0
1564,0,6.2,18.0,13.0,17.2,5.4,8.7,1.0,4.0,53.0,38.0
1565,0,7.3,12.6,8.5,9.9,3.4,8.9,3.0,3.0,70.0,32.0
1571,0,18.2,26.9,24.4,23.7,5.0,5.1,0.0,7.0,77.0,73.0
1572,0,13.5,33.8,20.6,32.5,5.8,11.7,1.0,1.0,69.0,24.0
1573,0,14.2,21.9,17.5,21.0,2.2,5.5,4.0,5.0,87.0,61.0
1578,0,19.4,31.5,24.2,29.4,11.4,13.0,0.0,0.0,51.0,45.0
1580,1,5.1,10.8,6.0,8.5,3.6,3.2,8.0,6.0,78.0,60.0
1583,0,17.4,34.3,22.1,33.2,8.0,10.1,1.0,5.0,46.0,24.0
1584,0,10.4,20.9,11.9,20.5,2.8,3.2,7.0,2.0,75.0,37.0
1591,0,3.5,22.1,13.8,21.2,4.2,11.0,0.0,1.0,54.0,32.0
1596,0,15.1,26.2,23.2,23.7,8.2,11.9,2.0,1.0,46.0,49.0
1602,0,19.9,30.9,23.9,29.9,4.0,10.6,2.0,1.0,83.0,46.0
1606,1,11.8,15.7,13.6,14.7,2.0,0.0,7.0,8.0,89.0,84.0
1612,0,2.4,19.4,7.7,18.5,3.2,8.0,1.0,6.0,92.0,32.0
1618,0,4.4,14.1,9.2,13.0,0.4,2.8,7.0,6.0,90.0,77.0
1622,1,4.6,15.3,8.5,14.8,2.0,0.6,7.0,7.0,95.0,78.0
1624,0,-3.9,15.9,4.9,14.8,3.2,10.5,0.0,0.0,59.0,24.0
1625,0,27.4,33.5,29.7,32.3,3.2,8.7,7.0,7.0,80.0,66.0
1626,0,22.1,31.7,29.1,29.8,7.6,11.9,1.0,7.0,58.0,54.0
1627,0,18.1,24.8,20.5,22.6,7.8,6.1,7.0,3.0,64.0,62.0
1630,0,9.3,17.4,11.8,16.9,7.6,5.9,1.0,5.0,71.0,55.0
1632,1,20.6,27.8,24.4,27.1,5.2,10.3,4.0,3.0,66.0,53.0
1633,1,7.0,7.8,7.3,7.0,3.2,0.4,8.0,6.0,94.0,84.0
1636,1,7.8,22.5,12.1,18.9,2.2,3.8,8.0,7.0,84.0,59.0
1642,0,9.6,20.7,14.2,20.5,3.4,2.8,1.0,2.0,70.0,37.0
1643,1,14.2,21.9,19.4,20.2,3.8,0.7,7.0,7.0,60.0,53.0
1646,1,14.6,16.2,14.9,15.7,3.4,0.0,8.0,8.0,93.0,93.0
1647,0,13.8,25.5,21.1,24.4,5.4,11.1,1.0,1.0,55.0,42.0
1649,0,5.5,17.1,7.4,16.9,1.0,5.9,1.0,1.0,88.0,51.0
1651,0,10.7,18.4,13.8,17.3,1.6,6.1,6.0,6.0,85.0,65.0
1653,0,8.8,20.0,12.9,19.4,3.6,10.3,1.0,1.0,62.0,37.0
1654,1,11.0,13.7,11.2,12.3,4.4,0.2,7.0,7.0,85.0,85.0
1658,0,-2.2,14.2,2.5,13.2,1.0,8.2,7.0,2.0,84.0,35.0
1659,1,17.8,25.9,21.7,24.9,8.0,11.9,4.0,1.0,57.0,49.0
1660,1,11.5,13.1,12.2,10.3,1.0,0.7,8.0,8.0,93.0,90.0
1661,0,21.9,38.2,30.4,34.5,12.8,2.5,7.0,7.0,22.0,17.0
1664,0,15.0,31.4,22.5,29.9,6.0,9.8,7.0,3.0,56.0,40.0
1666,0,5.4,17.4,10.4,16.2,12.0,6.4,4.0,6.0,72.0,42.0
1670,0,21.6,32.1,25.6,31.8,4.2,10.4,2.0,5.0,64.0,35.0
1673,0,5.9,24.6,15.6,23.9,2.6,9.4,2.0,6.0,63.0,24.0
1674,0,3.1,14.9,6.0,14.4,0.8,9.1,1.0,1.0,86.0,49.0
1675,0,21.1,32.8,23.0,31.3,11.0,9.9,5.0,1.0,40.0,25.0
1677,0,11.8,27.0,19.7,23.3,6.6,12.0,0.0,1.0,28.0,33.0
1682,0,24.5,32.6,26.4,28.7,4.8,5.7,7.0,7.0,89.0,73.0
1686,0,24.1,32.7,28.6,32.1,7.0,11.0,6.0,6.0,78.0,53.0
1691,0,21.9,32.0,25.5,31.4,5.6,10.5,1.0,2.0,62.0,36.0
